Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Lost Creepdirt
buildcraftsilicon:plug_facade:0, Facade: Lost Creepstone
buildcraftsilicon:plug_facade:0, Facade: Lost Creepstone
buildcraftsilicon:plug_facade:0, Facade: Block of Lost Diamond
buildcraftsilicon:plug_facade:0, Facade: Block of Lost Diamond
buildcraftsilicon:plug_facade:0, Facade: Lost Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Lost Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Lost Dirt
buildcraftsilicon:plug_facade:0, Facade: Lost Dirt
buildcraftsilicon:plug_facade:0, Facade: Block of Etrium
buildcraftsilicon:plug_facade:0, Facade: Block of Etrium
buildcraftsilicon:plug_facade:0, Facade: Lost Etrium Ore
buildcraftsilicon:plug_facade:0, Facade: Lost Etrium Ore
buildcraftsilicon:plug_facade:0, Facade: Lost Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Lost Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Lost Glowstone
buildcraftsilicon:plug_facade:0, Facade: Lost Glowstone
buildcraftsilicon:plug_facade:0, Facade: Lost Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Lost Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Lost Grass
buildcraftsilicon:plug_facade:0, Facade: Lost Grass
buildcraftsilicon:plug_facade:0, Facade: Lost Gravel
buildcraftsilicon:plug_facade:0, Facade: Lost Gravel
buildcraftsilicon:plug_facade:0, Facade: Lost Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Lost Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Lost Rock
buildcraftsilicon:plug_facade:0, Facade: Lost Rock
buildcraftsilicon:plug_facade:0, Facade: Lost Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Lost Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Lost Sand
buildcraftsilicon:plug_facade:0, Facade: Lost Sand
buildcraftsilicon:plug_facade:0, Facade: Lost Soil
buildcraftsilicon:plug_facade:0, Facade: Lost Soil
buildcraftsilicon:plug_facade:0, Facade: Lost Stone
buildcraftsilicon:plug_facade:0, Facade: Lost Stone
buildcraftsilicon:plug_facade:0, Facade: Lost Zollernium Ore
buildcraftsilicon:plug_facade:0, Facade: Lost Zollernium Ore
buildcraftsilicon:plug_facade:0, Facade: Block of Plutonium
buildcraftsilicon:plug_facade:0, Facade: Block of Plutonium
buildcraftsilicon:plug_facade:0, Facade: Polished Shinestone
buildcraftsilicon:plug_facade:0, Facade: Polished Shinestone
buildcraftsilicon:plug_facade:0, Facade: Block of Promethean
buildcraftsilicon:plug_facade:0, Facade: Block of Promethean
buildcraftsilicon:plug_facade:0, Facade: Purgot Aluminum Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Aluminum Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Cobalt Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Cobalt Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Cobblerock
buildcraftsilicon:plug_facade:0, Facade: Purgot Cobblerock
buildcraftsilicon:plug_facade:0, Facade: Purgot Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Dirt
buildcraftsilicon:plug_facade:0, Facade: Purgot Dirt
buildcraftsilicon:plug_facade:0, Facade: Purgot Emerald Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Emerald Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Evenium Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Evenium Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Gravel
buildcraftsilicon:plug_facade:0, Facade: Purgot Gravel
buildcraftsilicon:plug_facade:0, Facade: Purgot Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Meteoric Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Meteoric Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Rock
buildcraftsilicon:plug_facade:0, Facade: Purgot Rock
buildcraftsilicon:plug_facade:0, Facade: Purgot Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Purgot Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Purgot Stone
buildcraftsilicon:plug_facade:0, Facade: Purgot Stone
buildcraftsilicon:plug_facade:0, Facade: Purgot Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Purgot Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Block of Radite
buildcraftsilicon:plug_facade:0, Facade: Block of Radite
buildcraftsilicon:plug_facade:0, Facade: Radite Ore
buildcraftsilicon:plug_facade:0, Facade: Radite Ore
buildcraftsilicon:plug_facade:0, Facade: Block of Radium
buildcraftsilicon:plug_facade:0, Facade: Block of Radium
buildcraftsilicon:plug_facade:0, Facade: Blood Obsidian
buildcraftsilicon:plug_facade:0, Facade: Blood Obsidian
buildcraftsilicon:plug_facade:0, Facade: Redshroom
buildcraftsilicon:plug_facade:0, Facade: Redshroom
buildcraftsilicon:plug_facade:0, Facade: Redshroom Stem
buildcraftsilicon:plug_facade:0, Facade: Redshroom Stem
buildcraftsilicon:plug_facade:0, Facade: Block of Rhodium
buildcraftsilicon:plug_facade:0, Facade: Block of Rhodium
buildcraftsilicon:plug_facade:0, Facade: Block of Ruby
buildcraftsilicon:plug_facade:0, Facade: Block of Ruby
buildcraftsilicon:plug_facade:0, Facade: Block of Sapphire
buildcraftsilicon:plug_facade:0, Facade: Block of Sapphire
buildcraftsilicon:plug_facade:0, Facade: Block of Shadow Bone
buildcraftsilicon:plug_facade:0, Facade: Block of Shadow Bone
buildcraftsilicon:plug_facade:0, Facade: Shadow Spawner
buildcraftsilicon:plug_facade:0, Facade: Shadow Spawner
buildcraftsilicon:plug_facade:0, Facade: Shinestone
buildcraftsilicon:plug_facade:0, Facade: Shinestone
buildcraftsilicon:plug_facade:0, Facade: Shinestone Crystal
buildcraftsilicon:plug_facade:0, Facade: Shinestone Crystal
buildcraftsilicon:plug_facade:0, Facade: Shinestone Crystal Bricks
buildcraftsilicon:plug_facade:0, Facade: Shinestone Crystal Bricks
buildcraftsilicon:plug_facade:0, Facade: Block of Shinium
buildcraftsilicon:plug_facade:0, Facade: Block of Shinium
buildcraftsilicon:plug_facade:0, Facade: Space Station Block
buildcraftsilicon:plug_facade:0, Facade: Space Station Block
buildcraftsilicon:plug_facade:0, Facade: Block of Static Amber
buildcraftsilicon:plug_facade:0, Facade: Block of Static Amber
buildcraftsilicon:plug_facade:0, Facade: Sugar Cube
buildcraftsilicon:plug_facade:0, Facade: Sugar Cube
buildcraftsilicon:plug_facade:0, Facade: Block of Super Charged Coal
buildcraftsilicon:plug_facade:0, Facade: Block of Super Charged Coal
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Certus Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Certus Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Chrome
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Chrome
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Dungeon Bricks
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Dungeon Bricks
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Fluix Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Fluix Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Mech Rock
buildcraftsilicon:plug_facade:0, Facade: Mech Rock
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Plutonium Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Plutonium Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Rock
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Rock
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Shinium Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Shinium Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Stone
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Stone
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Super Charged Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Super Charged Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Zollernium Ore
buildcraftsilicon:plug_facade:0, Facade: Tlaloc Zollernium Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Amaranth Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Amaranth Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Bronze Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Bronze Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Toci Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Toci Mossy Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Toci Mossy Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Toci Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Dirt
buildcraftsilicon:plug_facade:0, Facade: Toci Dirt
buildcraftsilicon:plug_facade:0, Facade: Toci Emerald Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Emerald Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Gravel
buildcraftsilicon:plug_facade:0, Facade: Toci Gravel
buildcraftsilicon:plug_facade:0, Facade: Toci Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Nickel Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Nickel Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Rock
buildcraftsilicon:plug_facade:0, Facade: Toci Rock
buildcraftsilicon:plug_facade:0, Facade: Toci Sand
buildcraftsilicon:plug_facade:0, Facade: Toci Sand
buildcraftsilicon:plug_facade:0, Facade: Toci Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Star Sand
buildcraftsilicon:plug_facade:0, Facade: Toci Star Sand
buildcraftsilicon:plug_facade:0, Facade: Toci Stone
buildcraftsilicon:plug_facade:0, Facade: Toci Stone
buildcraftsilicon:plug_facade:0, Facade: Toci Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Toci Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Toci Super Charged Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Super Charged Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Zinc Ore
buildcraftsilicon:plug_facade:0, Facade: Toci Zinc Ore
buildcraftsilicon:plug_facade:0, Facade: Block of Topaz
buildcraftsilicon:plug_facade:0, Facade: Block of Topaz
buildcraftsilicon:plug_facade:0, Facade: Block of Vibranium
buildcraftsilicon:plug_facade:0, Facade: Block of Vibranium
buildcraftsilicon:plug_facade:0, Facade: Block of Virinium
buildcraftsilicon:plug_facade:0, Facade: Block of Virinium
buildcraftsilicon:plug_facade:0, Facade: Vortex Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Vortex Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Vortex Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Evenium Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Evenium Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Stone
buildcraftsilicon:plug_facade:0, Facade: Vortex Stone
buildcraftsilicon:plug_facade:0, Facade: Vortex Super Charged Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Super Charged Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Vortex Surface Rock
buildcraftsilicon:plug_facade:0, Facade: Vortex Surface Rock
buildcraftsilicon:plug_facade:0, Facade: Volt Rock
buildcraftsilicon:plug_facade:0, Facade: Volt Rock
buildcraftsilicon:plug_facade:0, Facade: Whiterock
buildcraftsilicon:plug_facade:0, Facade: Whiterock
buildcraftsilicon:plug_facade:0, Facade: Block of Witherite
buildcraftsilicon:plug_facade:0, Facade: Block of Witherite
buildcraftsilicon:plug_facade:0, Facade: Witherite Ore
buildcraftsilicon:plug_facade:0, Facade: Witherite Ore
buildcraftsilicon:plug_facade:0, Facade: Witherrack
buildcraftsilicon:plug_facade:0, Facade: Witherrack
buildcraftsilicon:plug_facade:0, Facade: Xantheon Amaranth Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Amaranth Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Chrome
buildcraftsilicon:plug_facade:0, Facade: Xantheon Chrome
buildcraftsilicon:plug_facade:0, Facade: Xantheon Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Fueltonium Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Nickel Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Nickel Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Plutonium Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Plutonium Ore
buildcraftsilicon:plug_facade:0, Facade: Xantheon Surface Rock
buildcraftsilicon:plug_facade:0, Facade: Xantheon Surface Rock
buildcraftsilicon:plug_facade:0, Facade: Xantheon Stone
buildcraftsilicon:plug_facade:0, Facade: Xantheon Stone
buildcraftsilicon:plug_facade:0, Facade: Xathian Azurite Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Azurite Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Cobblerock
buildcraftsilicon:plug_facade:0, Facade: Xathian Cobblerock
buildcraftsilicon:plug_facade:0, Facade: Xathian Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Diamond Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Dirt
buildcraftsilicon:plug_facade:0, Facade: Xathian Dirt
buildcraftsilicon:plug_facade:0, Facade: Xathian Emerald Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Emerald Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Grass
buildcraftsilicon:plug_facade:0, Facade: Xathian Grass
buildcraftsilicon:plug_facade:0, Facade: Xathian Gravel
buildcraftsilicon:plug_facade:0, Facade: Xathian Gravel
buildcraftsilicon:plug_facade:0, Facade: Xathian Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Goliath Tree Planks
buildcraftsilicon:plug_facade:0, Facade: Goliath Tree Planks
buildcraftsilicon:plug_facade:0, Facade: Xathian Promethean Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Promethean Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Rock
buildcraftsilicon:plug_facade:0, Facade: Xathian Rock
buildcraftsilicon:plug_facade:0, Facade: Xathian Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Xathian Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Xathian Stone
buildcraftsilicon:plug_facade:0, Facade: Xathian Stone
buildcraftsilicon:plug_facade:0, Facade: Xathian Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Xathian Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Goliath Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Goliath Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Goliath Tree Log
buildcraftsilicon:plug_facade:0, Facade: Goliath Tree Log
buildcraftsilicon:plug_facade:0, Facade: Block of Zanium
buildcraftsilicon:plug_facade:0, Facade: Block of Zanium
buildcraftsilicon:plug_facade:0, Facade: Kronos Zanium Ore
buildcraftsilicon:plug_facade:0, Facade: Kronos Zanium Ore
buildcraftsilicon:plug_facade:0, Facade: Block of Zinc
buildcraftsilicon:plug_facade:0, Facade: Block of Zinc
buildcraftsilicon:plug_facade:0, Facade: Block of Zogite
buildcraftsilicon:plug_facade:0, Facade: Block of Zogite
buildcraftsilicon:plug_facade:0, Facade: Zogite Ore
buildcraftsilicon:plug_facade:0, Facade: Zogite Ore
buildcraftsilicon:plug_facade:0, Facade: Block of Zogradite
buildcraftsilicon:plug_facade:0, Facade: Block of Zogradite
buildcraftsilicon:plug_facade:0, Facade: Zollus Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Zollus Coal Ore
buildcraftsilicon:plug_facade:0, Facade: Zolrock Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Zolrock Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Zollus Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Zollus Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Zollus Dirt
buildcraftsilicon:plug_facade:0, Facade: Zollus Dirt
buildcraftsilicon:plug_facade:0, Facade: Zollus Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Zollus Gold Ore
buildcraftsilicon:plug_facade:0, Facade: Zollus Gravel
buildcraftsilicon:plug_facade:0, Facade: Zollus Gravel
buildcraftsilicon:plug_facade:0, Facade: Zollus Heartium Ore
buildcraftsilicon:plug_facade:0, Facade: Zollus Heartium Ore
buildcraftsilicon:plug_facade:0, Facade: Zollus Ice
buildcraftsilicon:plug_facade:0, Facade: Zollus Ice
buildcraftsilicon:plug_facade:0, Facade: Zollus Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Zollus Iron Ore
buildcraftsilicon:plug_facade:0, Facade: Block of Zollernium
buildcraftsilicon:plug_facade:0, Facade: Block of Zollernium
buildcraftsilicon:plug_facade:0, Facade: Zollus Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Zollus Rock Bricks
buildcraftsilicon:plug_facade:0, Facade: Zollus Royal Rock
buildcraftsilicon:plug_facade:0, Facade: Zollus Royal Rock
buildcraftsilicon:plug_facade:0, Facade: Zollus Snow
buildcraftsilicon:plug_facade:0, Facade: Zollus Snow
buildcraftsilicon:plug_facade:0, Facade: Zolstone
buildcraftsilicon:plug_facade:0, Facade: Zolstone
buildcraftsilicon:plug_facade:0, Facade: Zolrock
buildcraftsilicon:plug_facade:0, Facade: Zolrock
buildcraftsilicon:plug_facade:0, Facade: Zollus Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Zollus Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Block of Zucrite
buildcraftsilicon:plug_facade:0, Facade: Block of Zucrite
additionalpipes:dog_deaggravator, Dog Deaggravator
additionalpipes:teleport_tether, Teleport Tether [WIP]
additionalpipes:pipe_items_addition:0, Addition Transport Pipe
additionalpipes:pipe_items_adv_wood:0, Adv. Wooden Transport Pipe
additionalpipes:pipe_items_closed:0, Closed Transport Pipe
additionalpipes:pipe_items_distribution:0, Distribution Transport Pipe
additionalpipes:pipe_items_gravity_feed:0, Gravity Feed Transport Pipe
